STT,Ten_Xa,F,Q_tb,Q_tb_kiet,sigma,X_tb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X_nam_i,X_nam_j,h_nam_i,h_nam_j,V_reservoirs,flood_hours,X,X_mean,sigma_spi,salinity_val,K,k,H,h,W_13,w_13,M_xc,m,N,n,P_xl,P,S,S_tn,S_cham,W_18,PA,W_19,demand_increase,TC_dt,TC_nt,Z,z,P_school,p_total,Q_school,p_total_24
226,Phường Thượng Hồng,28.96,49.47,47.93,40.7,0.41,93.44,29.4,1.51,2.58,55.36,87.74,40.87,18.95,70.86,62.08,94.44,51.05,14.33,11.75,69.68,90.52,32.99,5.39,5.12,5.48,5.11,55.48,41.6,13.36,43.98,28.83,97.04,23.23,99.46,88.23,64.93,29.73,16.27,62.77,73.65,65.77,58.37,39.46,42.02,23.73,59.43,96.3,19.53,36.55,42.12,46.83,43.44,36.57,87
227,Phường Thủy Nguyên,33.61,31.63,43.02,4.74,83.42,62.31,11.3,6.98,77.44,80.21,4.96,75.37,8.03,90.79,18.81,83.66,16.4,73.86,35,78,69.07,2.85,32.89,43.28,69.84,98.83,97.55,47.11,95.42,13.92,46.71,15.89,29.68,50.93,97.32,49.49,85.68,95.47,22.86,68.31,74.66,89.1,85.59,36.79,11.06,24.17,49.5,62.09,99.65,3.26,62.4,62.41,61.94,39.26
228,Phường Tích Lương,18.75,73.2,66.99,19.31,54.57,97.07,44.33,19.25,9.46,31.6,78.67,57.08,21.01,58.71,49.95,36.51,71.51,32.29,9.44,24.89,32.76,34.43,8.72,13.53,89.17,40.05,5.21,1.6,56.89,47.87,68.4,97.12,68.61,16.4,83.81,40.91,22.48,20.15,47.6,14.58,18.81,75.6,0.15,11.93,87.94,49.7,99.54,40.35,15.65,52.87,69.19,75.49,19.3,21.71
229,Phường Tiền Phong,30.02,9.76,21.3,75.45,42.73,72.49,79.53,42.14,15.38,23.02,74.36,44.83,2.58,16.53,59.85,65.15,32.04,47.52,8.9,39.62,35.99,48.18,21.45,83.38,1.87,65.82,97.95,32.78,57.72,26.84,64.11,72.66,13.7,64.67,7.86,42.29,33.22,75.84,51.18,8.36,28.6,84.07,57.46,25.52,23.79,77.42,94.57,97.14,85,71.72,69.69,14.21,36.6,6.23
230,Phường Tiên Sơn,40.02,66.26,2.39,98.39,59.03,42.03,26.01,81.86,88.03,18.85,91.35,69.04,5.61,26.18,19.99,45.36,26.13,87.34,70.65,36.83,75.97,44.14,52.73,38.94,42.6,43.46,38.87,51.75,18.25,59.47,31.45,3.61,16.84,75.34,2.49,87.54,59.72,13.13,27.13,49.08,35.13,92.32,5.96,95,1.41,86.08,6.2,89,64.51,84.94,61.58,38.29,55.58,49.43
231,Phường Tô Hiệu,34.77,81.27,85.28,67.26,1.85,15.46,72.39,42.94,82.07,17.63,83.14,95.76,99.27,85.08,0.82,33.56,93.56,87.03,63.16,47.6,52.83,8.27,6.84,90.22,55.38,22.41,76.89,47.17,90.18,40.22,97.76,20.44,89.76,11.01,91.18,6.03,32.07,57.21,28.67,38.35,63.78,2.07,52.49,90.52,35.59,68.08,10.23,52.92,23.91,73.29,72.24,86.86,57.4,60.73
232,Phường Trà Lý,11.8,45.06,25.34,83.34,57.3,56.55,71.1,48.59,64.43,90.89,27.09,62.92,35.81,21.31,32.64,7.81,74.15,39.68,40.79,48.74,18.64,73.21,26.11,22.3,1.42,57.48,60.04,56.28,87.83,35.59,33.03,2.48,59.64,56.08,77.44,63.53,16.42,4.59,74.93,78.64,72.78,11.38,50.83,48.53,3.5,16.9,34.12,95.61,83.84,64.05,68.39,67.36,3.4,0.46
233,Phường Trạm Lộ,23.43,17.16,25.96,43.04,25.72,67.07,91.39,24.19,90.62,9.1,40.44,53.73,73.22,81.75,77.02,41.7,22.85,19.82,96.51,44.31,94.48,99.75,39.34,96.52,88.88,53.76,62.25,70.34,22.27,76.05,11.88,97.2,40.88,2.24,78.4,92.36,70.29,18.45,9.35,45.36,65.33,62.78,39.49,39.96,65.86,36.76,26.16,68.62,97.96,28.02,22.88,12,49.32,25.36
234,Phường Trần Hưng Đạo,35.06,46.94,4.08,8.99,8.11,18.14,15.84,58.3,36.51,39.15,66.42,7.03,89.45,98.89,61.75,32.87,74.55,76.61,41.68,64.74,57.13,79.53,63.66,2.37,26.7,54.84,31.84,41.08,70.72,24.34,58.21,79.11,29.44,95.93,45.52,21.88,45.63,48.19,15.09,1.19,54.39,14.47,20.41,39.08,43.39,27.94,46.05,70.18,26.46,62.44,55.79,31.59,24.88,74.34
235,Phường Trần Lãm,18.56,73.51,2.71,52.63,81.13,41.81,10.4,83.89,81.36,59.4,72.54,81.51,41.45,41.27,28.48,64.99,24.68,4.43,17.53,70.61,7.91,71.57,48.77,73.66,90.68,78.75,26.53,42.29,95.17,53.62,71.53,3.25,68.16,51.73,24.6,70.94,28.85,79.62,98.17,52.31,26.68,65.24,76.41,32.75,93.62,84.43,20.13,75.4,7.19,2.06,42.24,90.52,96.49,70.93
236,Phường Trần Liễu,40.54,78.09,71.43,8.6,46.6,73.72,66,35.35,88.13,72.19,96.29,63.21,49.81,94.16,72.05,74.54,36.57,66.69,8.93,93.47,19.12,50.2,91.37,52.19,66.8,22.31,57.57,60.04,64.49,50.24,58.41,97.16,47.54,28.08,99.42,81.75,48.53,99.11,47.58,79.94,70.81,49.85,85.33,50.33,72.07,88.77,80.36,53.11,66,87.95,86.65,24.57,12.9,9.32
237,Phường Trần Nhân Tông,40.38,2.49,75.72,2.45,85.8,23.41,14.51,63.82,79.93,17.15,58.2,43.49,19.06,20.36,81.94,67.71,12.07,25.13,13.28,84.23,65.7,40.43,87.65,54.48,45.95,96.39,64.21,82.2,47.34,90.13,23.03,62.97,5.69,81.83,37.27,10.16,47.84,71.55,93.32,81.98,39.66,32.37,85.63,87.16,35.82,23.7,90.44,67.06,19.65,23.96,86.7,90.09,50.39,86.63
238,Phường Trí Quả,28.97,83.71,28.12,70.62,71.12,28.7,81.46,20.81,81.24,12.35,63.91,89.62,25.77,43.47,36.25,71.7,16.63,85.97,11.67,80.65,97.03,79.85,35.68,29.41,44.07,55.06,69.43,39.37,19.11,93.77,45.37,30.87,51.97,21.44,47.13,50.3,23,39.64,60.81,95.6,88.53,35.37,30.73,85.22,31.93,12.65,40.47,83.02,23.44,4.43,97.92,85.36,30.03,51.55
239,Phường Trung Sơn,9.66,74.3,87.42,53.72,30,1.46,70.59,64.2,39.84,1.24,7.13,87.43,4.67,13.1,52.27,14.74,65.88,30.18,82.91,39.72,60.93,97.28,49.45,71.5,88.13,7.02,85.17,92.93,48.65,99.82,67.35,71.24,34.69,94.35,98.87,2.73,16.59,26.94,59.47,30.62,30.14,7.44,37.23,53.41,23.43,1.1,65.99,74.97,44.9,44.51,92.44,75.7,13.9,44.35
240,Phường Trung Tâm,22.32,32.81,72.43,91.52,52.44,79.75,30.08,38.55,40.31,79.86,22.89,47.52,60.72,63.33,15.72,73.17,55.19,77.82,9.93,40.55,56.03,0.73,35.94,54.96,30.73,25.4,44.81,86.32,62.2,85.59,67.92,36.52,21.4,32.41,80.54,18.18,29.29,19.01,68.67,84.81,84.74,19.23,21.47,30.59,25.25,94.88,44.52,70.69,77.99,2.13,8.74,22.52,4.28,53.7
241,Phường Trung Thành,5.69,14.38,72.36,82.85,42.64,67.03,95.77,74.45,5.27,35.23,91.75,70.14,6.95,84.11,49.89,35.55,80.37,4.48,46.6,37.65,37.97,34.92,50.02,62.5,21.92,56.65,95.94,89.04,62.81,63.9,26.88,3.46,64.47,63.65,9.98,82.51,73.22,56.17,99.31,69.98,81.62,10.76,31.09,39.61,70.31,30.18,72.58,65.07,49.54,46.12,22.76,68.23,17.08,37.62
242,Phường Trường Thi,42.84,52.5,14.43,46.74,16.9,10.12,23.31,40.25,28.53,33.09,34.12,15.21,42.75,68.77,12.29,52.49,90.75,44.71,86.32,74.32,70.79,36.11,13.71,76.05,6.49,60.73,75.07,37.97,13.34,52.62,77.37,76.14,21.44,11.9,27.51,96.59,76.34,69.91,97.78,38.43,64.47,62.3,35.17,58.76,92.06,4.13,72.28,16.27,81.55,21.97,13.42,22.05,88.1,53.83
243,Phường Tự Lạn,30.5,11.09,58.97,66.26,13.03,21.55,28.7,48.73,24.71,58.38,5.18,14.59,50.58,96.84,88.75,18.18,49.45,89.37,71.36,32.23,45.67,2.65,36.59,23.8,69.31,61.98,35.02,21.65,86.57,69.5,24.27,9.14,58.92,73.7,64.62,11.73,96.76,96.45,30.21,47.15,91.82,7.3,25.56,56.35,44.65,35.16,86.23,22.26,61.57,29.69,17.6,74.66,0.81,82.26
244,Phường Từ Liêm,9.68,52.28,17.81,32.14,62.04,71.77,57.25,54.38,10.52,79.36,33.89,75.76,33.42,56.96,72.51,8.03,39.84,37.6,20.89,45.03,48.25,24.43,29.47,28.03,28.39,72.37,34.71,94.76,68.99,60.15,50.27,1.41,12.04,87.2,78.06,87.96,45.8,48.82,13,83.23,95.28,31.09,68.32,59.1,94.19,18.48,85.73,40.74,90.4,57.75,44.6,22.79,8.47,0.23
245,Phường Tứ Minh,14.87,20.7,27.11,6.07,98.51,18.2,28.48,66.65,22.96,39.61,46,9.93,94.43,16.32,75.39,69,86.01,9.65,53.89,33.06,89.37,12.89,93.84,77.15,29.74,22.32,38.52,64.31,50.12,95.25,25.32,94.16,52.03,33.65,55.23,7.73,50.36,83.06,8.47,75.1,95.55,89.63,86.79,50.04,61.51,32.24,35.33,4.68,56.81,66.74,3.5,57.64,1.97,17.02
246,Phường Từ Sơn,45.83,56.94,47.85,54.5,53.9,84.49,70.18,56.21,30.96,25.1,10.63,12.18,5.68,68.89,44.98,63.53,30.41,3.92,59.61,29.28,45.75,95.5,23.17,22.97,83.68,56.17,1.58,84.85,73.96,7.55,59.3,56.65,15.55,23.63,49.94,15.37,41.76,34.46,19.86,16.63,29.66,34.27,39.12,20.17,7.93,84.89,75.16,34.78,97.1,39.85,37.98,60.31,21.21,98.18
247,Phường Tuần Châu,35.09,32.58,11.72,0.06,25.39,59.91,88.04,60.72,49.49,65.91,51.28,72.2,9.56,43.07,26.72,12.78,84.1,86.49,56.18,3.86,56.53,54.64,99.98,71.95,97.06,67.63,33.13,64.79,70.2,74.45,95.27,22.85,52.85,25.4,97.44,17.03,93.73,74.85,32.32,83.55,75.19,79.03,48.44,36.82,23.36,7.29,36.45,4.07,32.18,69.66,56.82,27.89,26.69,23.21
248,Phường Tùng Thiện,37.76,41.74,7.21,31.12,18.47,36.04,43.53,75.09,71.34,34.67,73.85,40.42,57.77,66.01,95.97,25.4,16.45,67.91,99.76,12.43,33.94,29.73,92.39,36.06,66.07,64.91,66.76,1.97,64.91,23,14.92,97.19,17.74,99.72,64.42,60.06,7.38,71.47,34.59,11.2,76.61,64.42,95.47,29.69,8.92,53.75,67.46,17.18,29.82,29,53.8,90.13,59.65,79.59
249,Phường Tương Mai,14.95,43.91,19.2,27.03,88.24,0.99,92.63,60.95,32.9,50.07,27.67,62.08,31.41,31.07,47.64,2.35,91.15,27.73,73.23,55.3,24.08,80.64,59.48,98.39,36.64,31.03,21.58,74.83,56.84,84.79,54.17,42.28,83.09,49.93,92.96,59.51,52.03,38.09,18.79,83.46,87.93,32.12,71.58,36.67,31.31,3.26,23.23,52.42,67,52.95,17.39,28.99,2.05,38.18
250,Phường Uông Bí,10.65,57.44,26.46,84.73,54.82,86.81,55.64,6.42,38.54,1.67,99.9,16.46,22.38,8.26,34.55,21.11,64.95,98,57.72,85.4,80.71,48.42,32.18,15.58,81.5,70.64,29.64,1.54,37.63,86.01,87.55,42.47,93.09,51.16,57.03,42.88,17.28,82.81,96.8,24.2,53.82,40.74,98.17,24.87,8.38,47.23,41.95,62.29,9.68,36.54,3.13,15.89,64.63,63.98
251,Phường Vân Hà,25.01,36.67,73.77,56.62,44.03,51.06,44.07,63.77,4.53,56.35,97.35,89.14,86.48,74.17,34.72,65.07,40.24,33.34,37.81,75.39,31.42,25.11,63.82,98.73,63.51,50.71,48.37,3.9,80.43,58.32,16.54,92.75,40.29,99.94,75.08,17.42,69.51,67.29,2.02,29.47,38.43,50.22,32.1,0.58,42.82,63.16,4.77,40.41,46.55,84.96,29.49,88.29,35.9,58.59
252,Phường Văn Miếu - Quốc Tử Giám,6.91,85.32,83.8,9.94,80.08,48.13,80.63,25.99,98.07,52.26,24.05,89.45,3.75,7.3,45.13,15.58,78.28,19.85,60.59,59.47,77.21,61.73,40.97,81.28,16.78,31.72,27.93,85.91,66.66,83.62,47.38,60.97,3.32,80.46,87.86,66.77,4.97,79.08,74.11,28.27,74.74,8.77,60.62,52.28,40.8,39.23,39.31,70.42,87.7,28.92,35.44,34.18,83.9,58.07
253,Phường Vân Phú,17.01,86.73,63.29,57.58,17.43,87.65,51.11,93.8,73.92,3.08,53.69,68.64,21.18,97.93,66.83,80.48,77.88,64.31,21.62,32.1,39.24,14.23,80.32,27.23,79.82,12.35,85.28,57.09,98.51,87.09,69.04,77.78,51.56,37.52,84.31,63.79,47.14,94.71,27.18,64.72,13.35,0.24,33.06,21.64,68,54.91,9.57,46.14,29.92,37.51,60.19,17.73,11.6,49.5
254,Phường Vân Sơn,6.66,90.86,14.31,72.77,60.62,29.08,59.69,98.73,55.05,44.56,41.1,55.72,28.9,39.51,34.68,70.78,8.64,77.11,10.17,78.5,68.44,61.41,57.71,5.14,49.98,12.33,60.64,70.73,1.06,64.18,99.19,27.56,68.51,15.88,68.89,68.17,36.61,51.79,77.92,76.49,53.72,30,1.9,99.98,91.4,67.68,56.06,23.62,16.38,92.38,65.93,25.87,69.61,24.4
255,Phường Vạn Xuân,30.86,21.52,78.74,26.16,9.54,76.08,96.04,67.86,71.59,18.99,71.7,59.08,82.17,30.78,21.14,34.03,10.26,30.87,38.84,11.65,4.48,50.84,50.9,73.61,54.46,65.11,81.5,83.57,23.33,94.03,99.31,47.31,26.64,63.36,50.17,4.14,35.01,19.59,46.04,15.54,64.03,41.84,94.79,75.64,25.27,10.32,87.21,87.92,17.49,55.66,0.59,37.25,18.84,1.79
256,Phường Vàng Danh,27.72,56.77,49.5,80.14,37.45,44.38,83.26,95.79,60.28,12.29,59.9,26.02,20.28,73.35,53.74,47.7,23.54,32.1,70.86,18.9,82.08,54.1,90.95,39.45,61.9,69.16,5.78,97.09,62.18,82.2,77.78,7.14,92.33,62.87,70.69,91.5,97.15,71.67,91.02,43.91,29.51,92.9,51.22,37.51,96.51,7.38,98.84,49.23,52.69,30.84,32.31,68.05,91.74,21.67
257,Phường Vị Khê,23.61,33.78,76.2,13.94,41.91,56.81,32.34,10.93,7.4,23.49,13.79,76.76,33.19,55.49,15.46,46.26,40.38,42.86,84.53,37.14,8.31,37.82,86.28,69.63,13.5,78.27,36,37.72,13.63,7.86,82.83,13.77,58.61,63.64,74.46,81.17,20.79,50.7,77.9,59.26,2.94,38.52,76.77,3.99,48.1,32.42,76.76,96.06,66.95,60.08,19.65,5.17,87.64,70.86
258,Phường Việt Hòa,25.6,47.8,65.98,97.97,62.25,34.4,91.64,20.99,28.64,73.59,20.29,77.02,58.18,70.51,6.99,16.57,70.37,22.34,19.21,61.6,71.51,23.77,95.21,21.18,16.45,83.64,68.11,80.55,58.33,40.21,58.87,22.83,24.79,86.96,31.8,76.03,48.86,24.28,28.96,94.91,59.09,18.45,15.36,53.95,37.99,61.75,66.63,7.66,50.47,29.73,17.35,73.24,24.66,72.45
259,Phường Việt Hưng,17.34,29.75,25.52,45.22,96.51,7.92,29.05,21.34,23.14,21.31,14,28.3,18.68,81.75,36.52,22.16,67.54,33.19,97.4,18.95,5.46,89.39,0.43,34.04,49.18,24.22,89.43,8.33,96.03,87.32,90.68,80.21,37.48,34.51,71.54,76.51,59.09,53.95,29.47,92.95,46.66,83.75,35.89,82.91,55.11,43.54,25.21,92.81,25.9,66.93,37.4,38.56,41.66,77.33
260,Phường Việt Trì,31.53,59.87,57.86,5.74,13.67,54.88,7.06,83.63,51.61,99.74,51.35,44.48,17.19,93.46,89.25,55.09,87.44,14.71,77.38,81.85,51.9,80.25,85.03,18.93,75.18,61.44,9.7,59.38,88.82,41.52,71.7,15.6,99.76,30.04,47.82,19.98,48.84,96.18,12.93,22.12,2.92,64.33,5.1,67.32,60.24,65.82,48.27,66.3,97.51,63.75,75.5,66.89,32.91,10.15
261,Phường Việt Yên,22.87,31.45,19,43.69,8.65,79.66,11.53,13.82,78.79,39.94,42.07,34,24.56,54.22,9.81,87.34,72.12,95.58,64.34,85.51,90.23,81.12,50.39,43.01,89.86,77.3,21.52,61.78,90.06,74.48,93.29,82.24,30.4,92.53,43.7,1.03,92.51,6.47,68.14,79.11,96.72,44.19,44.39,32.7,10.95,60.6,61.76,73.99,58.89,27.51,46.48,72.93,13.04,34.16
262,Phường Vĩnh Hưng,38.65,33.06,56.05,78.38,38.7,43.08,88.57,28.36,75.57,93.36,24.41,98.82,58.75,55.43,3.6,78.63,47.91,33.7,22.26,87.75,22.12,83.69,54.89,5.05,53.72,13.62,95.07,70.05,52.71,93.2,86.11,22.9,87.84,24.75,30.55,93.73,61.14,94.66,88.28,19.38,35.27,42.64,59.86,31.56,26.45,75.99,74.94,26.8,97.27,32.21,7.28,95.71,26.76,78.18
263,Phường Vĩnh Phúc,34.74,6.16,98.24,86.86,22.71,63.39,30.09,42.37,59.36,62.39,66.48,47.12,46.57,0.01,71.7,12.71,2.98,85.44,41.41,21.54,44.34,17.73,0.95,32.38,8.47,0.29,32.6,60.19,71.57,72.51,54.92,38.65,89.02,58.41,58.02,6.45,67.8,56.38,11.48,61.12,46.33,72.76,56.55,44.39,21.11,34.61,60.46,2.9,49.61,17.94,81.74,12,98.96,73.26
264,Phường Vĩnh Tuy,21.06,66.51,33.53,7.39,94.61,78.53,86.98,10.58,3.69,94.54,48.53,44.17,15.3,92.36,86.67,16.35,94.63,92.27,64.27,15.64,60.53,60.06,0.26,27.63,66.4,56.23,88.03,75.27,54.49,28.61,67.56,84.14,85.43,71.94,50.03,39.07,60.38,23.13,33.28,32.21,8.51,15.05,39.54,9.76,49.76,59.3,84.1,73.74,79.85,43.86,79.46,23.89,23.38,86.7
265,Phường Vĩnh Yên,12.67,33.08,80.04,40.53,25.95,54.05,92.91,72.33,36.83,7.47,83.02,99.23,28.38,52.02,46.66,18.92,2.56,73.73,88.95,76.84,1.75,28.24,56.29,7.1,33.54,63.34,42.38,19.76,77.9,57.17,81.9,45.39,39.45,26.11,20.99,89.08,19.46,11.75,80.59,89.16,18.61,49.68,4.94,40.88,56.21,6.76,7.92,24.4,13.51,67.48,92.27,58.29,73.53,50.15
266,Phường Võ Cường,36.83,81.21,5.05,90.62,27.24,64.71,11.47,83.76,20.84,63.63,75.44,29.44,99.64,95.96,43.05,23.99,83.46,40.81,26.14,95.39,49.83,30.05,35.78,0.71,15.89,57.15,87.99,30.02,50.49,2.95,65.8,97.81,61.26,31.49,49.68,79.25,69.87,1.1,83.89,61.38,98.35,54.6,18.26,56.92,42.81,39.66,71.16,55.41,70.17,69.89,86.91,41.76,68.5,85.86
267,Phường Vũ Ninh,6.53,53.72,16.82,75.52,49.59,92.35,87.53,23.54,23.48,66.01,15.78,43.87,72.18,38.56,89.12,67.29,15.39,29.88,15.84,44.77,40.75,48.6,92.73,7.95,63.01,92.43,95.39,23.9,54.75,72.98,68.71,44.89,38.92,33.24,74.83,79.39,29.18,12.39,49.53,13.7,84.8,72.62,17.84,40.22,62.13,48.65,39.08,4.74,7.57,21.16,4.69,29.11,34.49,81.85
268,Phường Vũ Phúc,41.78,97.48,76.47,53.48,85.19,14.63,31.92,25.03,49.86,72.13,50.54,18.98,6.66,99.65,21.37,64.46,82.61,40.48,38.27,59.85,99.73,48.31,54.85,66.31,89.96,2.24,75.09,3.93,83.39,16.85,69.25,4.87,75.71,75.86,48.77,82.37,39.25,34.63,83.48,57.27,24.34,6.09,96.61,16.74,59.24,29.76,16.88,71.73,51.52,64.51,41.13,60.51,60.85,44.26
269,Phường Xuân Đỉnh,48.43,98.26,8.93,95.87,48.28,20.49,26.06,43.59,27.53,90.06,57.04,91.27,2.26,60.13,67.67,50.03,37.61,74.54,12.68,1.48,25.7,93.36,52.09,59.69,68.48,54.43,67.67,16.55,37.02,34.82,38.76,11.22,84.45,78.86,23.08,94.59,97.95,64.66,1.38,1.44,8.58,45.52,74.38,2.21,47.52,76.1,59.92,9.61,68.59,11.02,74.99,20.36,43.57,77.27
270,Phường Xuân Hòa,18.84,16.27,77.34,44.51,88.38,78.35,89.29,54.8,54.54,62.94,72.36,25.87,46.09,35.52,88.69,81.8,0.69,95.92,99.95,40.52,84.86,57.85,53.12,47.68,26.33,98.49,53.24,83.02,45.1,91.73,3.85,4.45,56.65,76.4,47.12,0.83,14.58,88.03,0.98,86.38,8.82,21.78,90.28,71.23,86.85,89.35,69.41,97.03,35.91,74.43,76.16,77.57,21.9,79.68
271,Phường Xuân Phương,19.02,56.43,3.21,84.79,33.35,5.91,26.15,64.87,44.75,97.93,84.88,15.81,55.43,14.66,87.75,1.91,94.44,57.86,93.84,18.65,28.71,38.33,37.39,74.59,42.35,49.2,38.01,54.05,40.56,77.63,82.83,54.27,17.24,76.33,34.98,44.62,0.06,95.69,34.11,64.09,55.44,63.12,44.1,84.35,13.35,42.38,7.04,23.56,57.09,18.8,80.57,89.5,52.09,81.46
272,Phường Yên Bái,9.29,89.09,88.41,9.59,30.64,64.13,76.64,58.13,80.7,95.5,47.71,57.63,73.8,59.81,94.02,31.94,53.69,15.63,2.38,19.69,31.74,28.31,43.12,49.75,51.48,8.25,34.23,71.37,49.42,58.88,89.74,24.99,74.34,97.35,34.11,82.05,43.21,52.7,58.07,63.49,32.08,7.77,72.65,74.87,89.06,93.39,59.46,69.84,19.07,80.45,6.25,60.16,99.22,40.42
273,Phường Yên Dũng,26.06,21.68,78,20.64,64.26,71.94,79.4,46.15,31.1,30.28,77.28,4.64,77.83,94.55,78.67,4.43,78.09,97.24,55.45,95.58,44.78,89.15,17.04,52.69,53.83,22.97,46.69,28.44,86.43,68.17,48.64,64.28,89.47,26.27,25.6,45.66,34.56,65.96,93.26,64.97,51.24,1.12,40.74,50.12,54.54,83.46,81.09,87.38,68.18,9.38,17.75,45.92,71.41,14.85
274,Phường Yên Hòa,27,77.83,31.28,55.1,63.03,94.89,55.32,71.13,42.5,16.26,13.89,29.58,22.33,78.52,75.27,50.79,39.47,62.14,16.31,1.69,12.05,69.68,60.92,88.19,28.54,60.71,42.98,73.32,68.52,45.64,2.91,70.46,47.35,82.57,57.84,72.78,79.7,88.89,28.9,88.9,82.38,70.13,25.32,21.75,94.47,84.86,39.27,34.17,91.11,30.01,63.05,6.91,83.1,33.84
275,Phường Yên Nghĩa,49.42,20.49,21.49,93.14,56.34,92.35,12.41,26.87,22.72,25.12,56.92,50.6,48.1,84.47,45.66,48.55,55.15,64.74,80.39,86.54,71.3,75.68,70.85,99.58,81.94,45.11,59.83,34.26,91.93,92.82,12.38,99.35,13.05,98.59,79.59,73.11,59.63,62.3,38.55,46.14,49.19,69.02,1.38,39.7,86.71,74.98,58.23,47.47,72.88,66.82,38.8,65.85,69.65,51.01
276,Phường Yên Sở,32.19,56.05,81.02,91.3,90.67,56.58,26.95,49.05,60.55,81.02,36.84,65.82,58.41,85.83,91.53,22.94,29.38,80.96,52.63,40.12,72.73,36.65,64.29,9.41,2.88,33.51,24.51,0.83,55.85,30.97,77.25,1.08,41.6,27.1,28.12,71.92,53.11,41.83,60.8,2.69,88.67,69.56,32.34,65.44,67.45,6.15,41.37,37.23,38.82,70.1,20.64,54.17,4.7,98.31
277,Phường Yên Sơn,23.39,82.75,59.92,3.12,43.93,18.89,54.08,70.44,51.73,20.76,74.27,87.29,92.93,91.57,78.34,88.39,37.01,98.31,12.69,8.23,69.57,10.96,9.63,71.26,85.66,58.81,29.07,99.43,60.17,77.7,8.42,0.8,27.24,33.92,90.41,73.9,9.43,94.69,25.85,99.72,89.53,3.82,59.85,40.33,87.74,85.34,21.74,30.71,27.97,32.6,44.14,96.96,67.87,57.2
278,Phường Yên Thắng,5.58,33.38,84.43,72.31,18.17,2.08,18.98,75.96,3.8,52.46,46.96,0.53,67.61,48.86,90.54,74.12,59.69,37.76,84.62,32.27,64,23.8,2.55,84.92,35.88,24.79,27.87,5.88,37.22,20.05,52.42,61.56,10.71,0.27,23.96,54.62,44.89,22.07,57.99,60.69,42.11,87.14,94.07,57.3,15.52,94.26,51.11,76.29,93.01,98.91,45.34,90.4,14.57,89.45
279,Phường Yên Tử,44.91,12.46,80.09,88.18,2.45,4.98,52.8,12.17,10.14,89.48,3.09,75.02,7.59,16.28,19.11,36.12,36.45,44.32,41.65,14.59,91.09,53.83,67.14,85.24,59.65,60.56,96.15,88.93,83.68,15.47,78.67,10.76,38.12,7.7,62.47,18.03,36.93,32.7,75.07,6.81,79.87,53.17,79.54,20.62,58.96,22.69,19.98,40.21,34.76,23.4,78.75,93.14,17.11,53.17
280,Vùng di sản Hạ Long ,10.95,2.97,66.42,65.19,16.12,89.26,56.26,54.39,14.7,9.23,13.84,47.67,86.16,41.42,57.14,20.48,9.79,64.34,34.41,53.01,39.86,10.37,21.54,67.13,13.7,71.82,59,96.54,13.97,83.94,69.69,76.46,75.91,40.01,70.94,24.45,15.66,88.49,21.95,30.78,9.32,79.69,60.63,10.55,33.73,88.66,51.5,10.26,75.31,34.07,26.07,46.37,83.56,98.93
281,Xã A Mú Sung,22.14,74.47,23.56,75.95,90.05,31.15,89.98,93.96,77.66,77.79,9.91,0.82,23.5,0.41,11.49,11.34,48.92,93.33,66.38,65.25,24.87,47.18,80.99,32.16,35.16,35.72,13.54,43.67,56.93,74.21,9.06,4.12,77.98,78.32,23.06,79.96,53.48,49.12,49.77,53.91,7.8,6.12,74.04,99.19,63.08,88.34,34.08,7.35,67.45,89.18,83.73,31.27,49.37,22.15
282,Xã A Sào,38.03,40.44,85.66,60.74,95.17,4.77,49.73,3.6,34.99,1.84,7.37,89.76,87.2,44.55,22.03,76.32,56.81,81.76,80.19,34.83,94.63,94.15,47.74,80.99,37.46,92.1,32.06,74.08,3.42,29.33,21.19,86.52,4.24,72.78,39,78.71,36.27,36.68,33.77,46.89,3.28,38.83,53.93,2.71,98.54,17.1,13.96,40.74,71.24,25.29,55.06,85.14,53.3,77.62
283,Xã Ái Quốc,26.69,98.9,16.44,89.96,16.12,71.79,69.13,56.2,24.81,49.97,29.48,58.26,54.39,31.97,68.78,61.41,17.1,33.6,34.57,85.67,9.75,23.61,34.91,80.34,43.06,39.32,13.38,8.66,28.2,53.59,69.17,90.26,33.39,2.25,2.52,17.86,25.96,41.46,78.14,11.32,20.42,69.17,37.67,40.17,47.86,1.65,26.15,87.14,57.5,31.42,51.22,53.78,29.61,98.24
284,Xã An Bình,24.4,93.73,41.87,32.98,80.73,7.77,96.96,95.94,59.65,79.22,59.43,36.31,53.11,35.66,70.66,73.56,77.82,41.49,43.89,52.94,13.36,77.36,59.23,6.64,30.41,74.88,4.12,53.94,41.3,23.63,77.32,12.97,71.37,37.05,95.09,83.33,39.25,38.63,38.09,88.7,81.99,47.24,58.84,17.06,39.5,50.78,80.96,18.74,71.4,7.65,31.81,55.85,41.08,31.84
285,Xã An Hưng,35.73,45.86,65.46,55.21,66.54,33.51,29.9,76.8,97.08,80.39,89.71,64.04,73.45,96.76,18.03,44.89,71.23,52.86,68.14,11.87,73.29,41.08,68.77,18.37,62.85,11.42,48.64,76.48,8.03,47.06,41.38,81.41,84.97,76.93,81.27,22.86,48.47,39.74,37.55,51.38,48.6,38.49,88.77,1.54,40.52,75.88,25.29,94.07,82.78,10.36,89.08,69.87,25.36,80.87
